"Valuación de Inventarios","0001-AGV","DENTAL TRADE",
"Artículo","Descripción","Existencias",,,
"80-310-3UL4","Pieza de bkt. Autoligado Interactivo Active c/g .022 UL4",,"186",,,
"80-310-3UL5","Pieza de bkt. Autoligado Interactivo Active c/g .022 UL5",,"132",,,
"80-310-3UR3","Pieza de bkt. Autoligado Interactivo Active c/g .022 UR3",,"171",,,
"80-310-3UR4","Pieza de bkt. Autoligado Interactivo Active c/g .022 UR4",,"185",,,
"80-310-3UR5","Pieza de bkt. Autoligado Interactivo Active c/g .022 UR5",,"140",,,
"80-310-5LL1","Pieza de bkt. Autoligado Interactivo Active s/g .022 LL1",,"114",,,
"80-310-5LL2","Pieza de bkt. Autoligado Interactivo Active s/g .022 LL2",,"126",,,
"80-310-5LR1","Pieza de bkt. Autoligado Interactivo Active s/g .022 LR1",,"110",,,
"80-310-5LR2","Pieza de bkt. Autoligado Interactivo Active s/g .022 LR2",,"130",,,
"80-310-5UL1","Pieza de bkt. Autoligado Interactivo Active s/g .022 UL1",,"108",,,
"80-310-5UL2","Pieza de bkt. Autoligado Interactivo Active s/g .022 UL2",,"131",,,
"80-310-5UR1","Pieza de bkt. Autoligado Interactivo Active s/g .022 UR1",,"134",,,
"80-310-5UR2","Pieza de bkt. Autoligado Interactivo Active s/g .022 UR2",,"162",,,
"80-400-0","Módulos elásticos en stick Dentalastic iLine colección Cristal 10 piezas",,"1130",,,
"80-400-1","Módulos elásticos en stick Dentalastic iLine colección otoño 10 pieza",,"751",,,
"80-401","Módulos elásticos en stick Dentalastic iLine color morado cristal 10 piezas",,"1",,,
"80-402","Módulos elásticos en stick Dentalastic iLine color baby blue 10 piezas",,"620",,,
"80-403","Módulos elásticos en stick Dentalastic iLine color azul cielo 10 piezas",,"465",,,
"80-404","Módulos elásticos en stick Dentalastic iLine color negro 10 piezas",,"1068",,,
"80-405","Módulos elásticos en stick Dentalastic iLine color verde primavera 10 piezas",,"593",,,
"80-406","Módulos elásticos en stick Dentalastic iLine color tinto metalico c/10 piezas",,"611",,,
"80-407","Módulos elásticos en stick Dentalastic iLine color azul metalico c/10 piezas",,"212",,,
"80-408","Módulos elásticos en stick Dentalastic iLine color verde metálico 10 piezas",,"492",,,
"80-409","Módulos elásticos en stick Dentalastic iLine color naranja 10 piezas",,"530",,,
"80-410","Módulos elásticos en stick Dentalastic iLine color vainilla 10 piezas",,"584",,,
"80-411","Módulos elásticos en stick Dentalastic iLine color blanco 10 piezas",,"194",,,
"80-412","Módulos elásticos en stick Dentalastic iLine color transparente 10 piezas",,"2757",,,
"80-413","Módulos elásticos en stick Dentalastic iLine color plata 10 piezas",,"11",,,
"80-414","Módulos elásticos en stick Dentalastic iLine color dorado 10 piezas",,"982",,,
"80-415","Módulos elásticos en stick Dentalastic iLine color uva metalico c/10 piezas",,"606",,,
"80-416","Módulos elásticos en stick Dentalastic iLine color verde pastel c/10 piezas",,"415",,,
"80-417","Módulos elásticos en stick Dentalastic iLine color amarillo 10 piezas",,"913",,,
"80-418","Módulos elásticos en stick Dentalastic iLine color lavanda 10 piezas",,"770",,,
"80-419","Módulos elásticos en stick Dentalastic iLine color violeta 10 piezas",,"616",,,
"80-420","Módulos elásticos en stick Dentalastic iLine color fiusha 10 piezas",,"490",,,
"80-421","Módulos elásticos en stick Dentalastic iLine color rosa pastel 10 piezas",,"548",,,
"80-422","Módulos elásticos en stick Dentalastic iLine color rosa neón 10 piezas",,"33",,,
"80-424","Módulos elásticos en stick Dentalastic iLine color rojo obscuro 10 piezas",,"950",,,
"80-425","Módulos elásticos en stick Dentalastic iLine color verde bosque 10 piezas",,"273",,,
"80-426","Módulos elásticos en stick Dentalastic iLine color turquesa 10 piezas",,"369",,,
"80-427","Módulos elásticos en stick Dentalastic iLine color azul lago 10 piezas",,"541",,,
"80-428","Módulos elásticos en stick Dentalastic iLine color ciruela 10 piezas",,"627",,,
"80-429","Módulos elásticos en stick Dentalastic iLine color azul obscuro 10 piezas",,"2378",,,
"80-430","Módulos elásticos en stick Dentalastic iLine color azul prusia 10 piezas",,"741",,,
"80-431","Módulos elásticos en stick Dentalastic iLine color morado pizarra 10 piezas",,"669",,,
"80-432","Módulos elásticos en stick Dentalastic iLine color verde neón 10 piezas",,"328",,,
"80-433","Módulos elásticos en stick Dentalastic iLine color azul celeste c/10 piezas",,"657",,,
"80-434","Módulos elásticos en stick Dentalastic iLine color iris c/10 piezas",,"915",,,
"80-435","Módulos elásticos en stick Dentalastic iLine color rosa mexicano 10 piezas",,"961",,,
"80-436","Módulos elásticos en stick Dentalastic iLine color naranja neón 10 piezas",,"779",,,
"80-504","Caja lingual iLine universal abierta s/g",,"118",,,
"9-000","Cucharillas duales para fluoruro surtido de 3 medidas",,"1437",,,
"90-004-00","Juego de bkts. B-Action Roth c/g.3 .018",,"223",,,
"90-005-00","Juego de bkts. B-Action Roth c/g.3 .022",,"135",,,
"90-005-3LL3","Pieza de bkt. B-Action Roth c/g .022 LL3",,"18",,,
"90-005-3LR3","Pieza de bkt. B-Action Roth c/g .022 LR3",,"19",,,
"90-005-3UL3","Pieza de bkt. B-Action Roth c/g .022 UL3",,"23",,,
"90-005-3UR3","Pieza de bkt. B-Action Roth c/g .022 UR3",,"21",,,
"90-005-5L12","Pieza de bkt. B-Action Roth s/g .022 L2",,"33",,,
"90-005-5L4","Pieza de bkt. B-Action Roth s/g .022 L4",,"33",,,
"90-005-5L5","Pieza de bkt. B-Action Roth s/g .022 L5",,"43",,,
"90-005-5U4","Pieza de bkt. B-Action Roth s/g .022 U4",,"33",,,
"90-005-5U5","Pieza de bkt. B-Action Roth s/g .022 U5",,"39",,,
"90-005-5UL1","Pieza de bkt. B-Action Roth s/g .022 UL1",,"21",,,
"90-005-5UL2","Pieza de bkt. B-Action Roth s/g .022 UL2",,"14",,,
"90-005-5UR1","Pieza de bkt. B-Action Roth s/g .022 UR1",,"21",,,
"90-005-5UR2","Pieza de bkt. B-Action Roth s/g .022 UR2",,"20",,,
"90-007-00","Juego de bkts B-Action Roth c/g.345 .022",,"114",,,
"9-001","Cucharillas duales para fluoruro pequeñas color amarillo c/50 piezas",,"492",,,
"90-016-00","Juego de bkts. Micro-action Mini Alexander c/g.3 .018",,"45",,,
"90-016-01","Juego de bkts. Micro-action Mini Alexander c/g.2 .018",,"2",,,
"90-016-04","Juego de bkts. Micro-action Mini Alexander c/g.2 y 3 .018",,"17",,,
"90-016-06","Juego de bkts. Micro-action Mini Alexander c/g.345 .018",,"24",,,
"90-016-3LL3","Pieza de bkt. Micro-action Mini Alexander c/g .018 LL3",,"29",,,
"90-016-3LR3","Pieza de bkt. Micro-action Mini Alexander c/g .018 LR3",,"34",,,
"90-016-3UL3","Pieza de bkt. Micro-action Mini Alexander c/g .018 UL3",,"22",,,
"90-016-3UR3","Pieza de bkt. Micro-action Mini Alexander c/g .018 UR3",,"20",,,
"90-016-5L12","Pieza de bkt. Micro-action Mini Alexander s/g .018 L12",,"19",,,
"90-016-5L4","Pieza de bkt. Micro-action Mini Alexander s/g .018 L4",,"28",,,
"90-016-5L5","Pieza de bkt. Micro-action Mini Alexander s/g .018 L5",,"20",,,
"90-016-5U4","Pieza de bkt. Micro-action Mini Alexander s/g .018 U4",,"27",,,
"90-016-5U5","Pieza de bkt. Micro-action Mini Alexander s/g .018 U5",,"29",,,
"90-016-5UL1","Pieza de bkt. Micro-action Mini Alexander s/g .018 UL1",,"16",,,
"90-016-5UL2","Pieza de bkt. Micro-action Mini Alexander s/g .018 UL2",,"21",,,
"90-016-5UR1","Pieza de bkt. Micro-action Mini Alexander s/g .018 UR1",,"16",,,
"90-016-5UR2","Pieza de bkt. Micro-action Mini Alexander s/g .018 UR2",,"19",,,
"9-002","Cucharillas duales para fluoruro medianas color blanca c/50 piezas",,"250",,,
"9-003","Cucharillas duales para fluoruro grandes color azul c/50 piezas",,"334",,,
"90-044-01","Juego de bkts. Black Duo Roth c/g.345 .018",,"8",,,
"90-045-01","Juego de bkts. Black Duo Roth c/g.345 .022",,"124",,,
"90-045-3LL3","Pieza de bracket Black Duo Roth c/g .022 LL3",,"52",,,
"90-045-3LL4","Pieza de bracket Black Duo Roth c/g .022 LL4",,"94",,,
"90-045-3LL5","Pieza de bracket Black Duo Roth c/g .022 LL5",,"79",,,
"90-045-3LR3","Pieza de bracket Black Duo Roth c/g .022 LR3",,"72",,,
"90-045-3LR4","Pieza de bracket Black Duo Roth c/g .022 LR4",,"56",,,
"90-045-3LR5","Pieza de bracket Black Duo Roth c/g .022 LR5",,"62",,,
"90-045-3UL3","Pieza de bracket Black Duo Roth c/g .022 UL3",,"99",,,
"90-045-3UL45","Pieza de bracket Black Duo Roth c/g .022 UL45",,"73",,,
"90-045-3UR3","Pieza de bracket Black Duo Roth c/g .022 UR3",,"90",,,
"90-045-3UR45","Pieza de bracket Black Duo Roth c/g .022 UR45",,"110",,,
"90-045-5LL12","Pieza de bracket Black Duo Roth s/g .022 LL12",,"67",,,
"90-045-5LR12","Pieza de bracket Black Duo Roth s/g .022 LR12",,"54",,,
"90-045-5UL1","Pieza de bracket Black Duo Roth s/g .022 UL1",,"40",,,
"90-045-5UL2","Pieza de bracket Black Duo Roth s/g .022 UL2",,"42",,,
"90-045-5UR1","Pieza de bracket Black Duo Roth s/g .022 UR1",,"29",,,
"90-045-5UR2","Pieza de bracket Black Duo Roth s/g .022 UR2",,"31",,,
"90-047-01","Juego de bkts. Black Duo Roth Súper Torque",,"65",,,
"90-047-3LL3","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LL3",,"20",,,
"90-047-3LL4","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LL4",,"53",,,
"90-047-3LL5","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LL5",,"38",,,
"90-047-3LR3","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LR3",,"35",,,
"90-047-3LR4","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LR4",,"52",,,
"90-047-3LR5","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 LR5",,"53",,,
"90-047-3UL3","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 UL3",,"41",,,
"90-047-3UL45","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 UL45",,"73",,,
"90-047-3UR3","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 UR3",,"44",,,
"90-047-3UR45","Pieza de bkt. Black Duo Roth Súper Torque c/g .022 UR45",,"43",,,
"90-047-5LL12","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 LL12",,"38",,,
"90-047-5LR12","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 LR12",,"39",,,
"90-047-5UL1","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 UL1",,"26",,,
"90-047-5UL2","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 UL2",,"25",,,
"90-047-5UR1","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 UR1",,"26",,,
"90-047-5UR2","Pieza de bkt. Black Duo Roth Súper Torque s/g .022 UR2",,"24",,,
"90-055-00","Juego de bkts. Black Duo "Mini" Roth c/g.3 .022",,"458",,,
"90-055-01","Juego de bkts. Black Duo"Mini" Roth c/g.345 .022",,"106",,,
"90-055-3LL3","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LL3",,"21",,,
"90-055-3LL4","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LL4",,"36",,,
"90-055-3LL5","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LL5",,"39",,,
"90-055-3LR3","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LR3",,"41",,,
"90-055-3LR4","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LR4",,"20",,,
"90-055-3LR5","Pieza de bkt. Black Duo "Mini" Roth c/g .022 LR5",,"38",,,
"90-055-3UL3","Pieza de bkt. Black Duo "Mini" Roth c/g .022 UL3",,"28",,,
"90-055-3UL45","Pieza de bkt. Black Duo "Mini" Roth c/g .022 UL45",,"20",,,
"90-055-3UR3","Pieza de bkt. Black Duo "Mini" Roth c/g .022 UR3",,"29",,,
"90-055-3UR45","Pieza de bkt. Black Duo "Mini" Roth c/g .022 UR45",,"43",,,
"90-055-5LL12","Pieza de bkt. Black Duo "Mini" Roth s/g .022 LL12",,"4",,,
"90-055-5LR12","Pieza de bkt. Black Duo "Mini" Roth s/g .022 LR12",,"8",,,
"90-055-5UL1","Pieza de bkt. Black Duo "Mini" Roth s/g .022 UL1",,"28",,,
"90-055-5UL2","Pieza de bkt. Black Duo "Mini" Roth s/g .022 UL2",,"31",,,
"90-055-5UR1","Pieza de bkt. Black Duo "Mini" Roth s/g .022 UR1",,"22",,,
"90-055-5UR2","Pieza de bkt. Black Duo "Mini" Roth s/g .022 UR2",,"29",,,
"90-063-00","B-Action MBT",,"3",,,
"90-069-01","X-pression R Roth Mini",,"19",,,
"90-069-3LL3","Pieza de bkt. X-pression "R" Roth .022 c/g LL3",,"54",,,
"90-069-3LL4","Pieza de bkt. X-pression "R" Roth .022 c/g LL4",,"34",,,
"90-069-3LL5","Pieza de bkt. X-pression "R" Roth .022 c/g LL5",,"22",,,
"90-069-3LR3","Pieza de bkt. X-pression "R" Roth .022 c/g LR3",,"44",,,
"90-069-3LR4","Pieza de bkt. X-pression "R" Roth .022 c/g LR4",,"38",,,
"90-069-3LR5","Pieza de bkt. X-pression "R" Roth .022 c/g LR5",,"38",,,
"90-069-3UL3","Pieza de bkt. X-pression "R" Roth .022 c/g UL3",,"34",,,
"90-069-3UL45","Pieza de bkt. X-pression "R" Roth .022 c/g UL45",,"28",,,
"90-069-3UR3","Pieza de bkt. X-pression "R" Roth .022 c/g UR3",,"35",,,
"90-069-3UR45","Pieza de bkt. X-pression "R" Roth .022 c/g UR45",,"44",,,
"90-069-5UL1","Pieza de bkt. X-pression "R" Roth .022 s/g UL1",,"20",,,
"90-069-5UL2","Pieza de bkt. X-pression "R" Roth .022 s/g UL2",,"23",,,
"90-069-5UR1","Pieza de bkt. X-pression "R" Roth .022 s/g UR1",,"28",,,
"90-069-5UR2","Pieza de bkt. X-pression "R" Roth .022 s/g UR2",,"26",,,
"90-075-01","Black Duo C Roth",,"41",,,
"90-079-3LL3","Pieza de bkt. X-pression Smile System .022 c/g LL3",,"19",,,
"90-079-3LL4","Pieza de bkt. X-pression Smile System .022 c/g LL4",,"37",,,
"90-079-3LL5","Pieza de bkt. X-pression Smile System .022 c/g LL5",,"5",,,
"90-079-3LR3","Pieza de bkt. X-pression Smile System .022 c/g LR3",,"23",,,
"90-079-3LR4","Pieza de bkt. X-pression Smile System .022 c/g LR4",,"25",,,
"90-079-3LR5","Pieza de bkt. X-pression Smile System .022 c/g LR5",,"7",,,
"90-079-3UL3","Pieza de bkt. X-pression Smile System .022 c/g UL3",,"22",,,
"90-079-3UL45","Pieza de bkt. X-pression Smile System .022 c/g UL45",,"15",,,
"90-079-3UR3","Pieza de bkt. X-pression Smile System .022 c/g UR3",,"28",,,
"90-079-3UR45","Pieza de bkt. X-pression Smile System .022 c/g UR45",,"21",,,
"90-079-5LL12","Pieza de bkt. X-pression Smile System .022 s/g L12",,"10",,,
"90-079-5UL1","Pieza de bkt. X-pression Smile System .022 s/g UL1",,"30",,,
"90-079-5UL2","Pieza de bkt. X-pression Smile System .022 s/g UL2",,"28",,,
"90-079-5UR1","Pieza de bkt. X-pression Smile System .022 s/g UR1",,"42",,,
"90-079-5UR2","Pieza de bkt. X-pression Smile System .022 s/g UR2",,"29",,,
"90-079-DIAGNÓSTICO","Manual de CCO "Diseño del tratamiento de ortodoncia" (pasta dura)",,"1",,,
"90-079-Manual","Manual de CCO Complete Clinical Orthodontic",,"5",,,
"90-079-REGLA CCO","Regla CCO para trazado cefalometrico",,"4",,,
"90-080-01","Juego de bkts. Action Mini Roth c/g.345 .018",,"212",,,
"90-080-3LL3","Pieza de bkt. Action Mini Roth c/g .018 LL3",,"35",,,
"90-080-3LL4","Pieza de bkt. Action Mini Roth c/g .018 LL4",,"30",,,
"90-080-3LL5","Pieza de bkt. Action Mini Roth c/g .018 LL5",,"35",,,
"90-080-3LR3","Pieza de bkt. Action Mini Roth c/g .018 LR3",,"38",,,
"90-080-3LR4","Pieza de bkt. Action Mini Roth c/g .018 LR4",,"31",,,
"90-080-3LR5","Pieza de bkt. Action Mini Roth c/g .018 LR5",,"35",,,
"90-080-3UL3","Pieza de bkt Action Mini Roth .018 c/g UL3",,"40",,,
"90-080-3UL45","Pieza de bkt. Action Mini Roth c/g .018 UL45",,"34",,,
"90-080-3UR3","Pieza de bkt. Action Mini Roth c/g .018 UR3",,"41",,,
"90-080-3UR45","Pieza de bkt. Action Mini Roth c/g .018 UR45",,"43",,,
"90-080-5UL1","Pieza de bkt. Action Mini Roth s/g .018 UL1",,"23",,,
"90-080-5UL2","Pieza de bkt. Action Mini Roth s/g .018 UL2",,"25",,,
"90-080-5UR1","Pieza de bkt. Action Mini Roth s/g .018 UR1",,"55",,,
"90-080-5UR2","Pieza de bkt. Action Mini Roth s/g .018 UR2",,"44",,,
"90-081-01","Juego de bkts. Action Mini Roth c/g.345 .022",,"474",,,
"90-081-3LL3","Pieza de bkt. Action Mini Roth c/g .022 LL3",,"7",,,
"90-081-3LL4","Pieza de bkt. Action Mini Roth c/g .022 LL4",,"65",,,
"90-081-3LL5","Pieza de bkt. Action Mini Roth c/g .022 LL5",,"45",,,
"90-081-3LR3","Pieza de bkt. Action Mini Roth c/g .022 LR3",,"84",,,
"90-081-3LR5","Pieza de bkt. Action Mini Roth c/g .022 LR5",,"1",,,
"90-081-3UL3","Pieza de bkt.Action Mini Roth c/g .022 UL3",,"57",,,
"90-081-3UL45","Pieza de bkt. Action Mini Roth c/g .022 UL45",,"105",,,
"90-081-3UR3","Pieza de bkt. Action Mini Roth c/g .022 UR3",,"60",,,
"90-081-3UR45","Pieza de bkt. Action Mini Roth c/g .022 UR45",,"83",,,
"90-081-5L12","Pieza de bkt. Action Mini Roth s/g .022 L12",,"71",,,
"90-081-5UL1","Pieza de bkt. Action Mini Roth s/g .022 UL1",,"56",,,
"90-081-5UL2","Pieza de bkt. Action Mini Roth s/g .022 UL2",,"49",,,
"90-081-5UR1","Pieza de bkt. Action Mini Roth s/g .022 UR1",,"30",,,
"90-081-5UR2","Pieza de bkt.Action Mini Roth s/g .022 UR2",,"57",,,
"90-085-01","X-pression C Roth",,"32",,,
"90-085-3LL3","Pieza de bkt. X-pression "C" Roth .022 c/g LL3",,"30",,,
"90-085-3LL4","Pieza de bkt. X-pression "C" Roth.022 c/g LL4",,"16",,,
"90-085-3LL5","Pieza de bkt. X-pression "C" Roth .022 c/g LL5",,"13",,,
"90-085-3LR3","Pieza de bkt. X-pression "C" Roth .022 c/g LR3",,"25",,,
"90-085-3UL3","Pieza de bkt. X-pression "C" Roth .022 c/g UL3",,"17",,,
"90-085-3UL45","Pieza de bkt. X-pression "C" Roth .022 c/g UL45",,"26",,,
"90-085-3UR3","Pieza de bkt. X-pression "C" Roth .022 c/g UR3",,"14",,,
"90-085-3UR45","Pieza de bkt. X-pression "C" Roth .022 c/g UR45",,"26",,,
"90-085-5LL12","Pieza de bkt. X-pression "C" Roth .022 s/g LL12",,"7",,,
"90-085-5LR12","Pieza de bkt. X-pression "C" Roth .022 s/g LR12",,"14",,,
"90-085-5UL1","Pieza de bkt. X-pression "C" Roth .022 s/g UL1",,"20",,,
"90-085-5UL2","Pieza de bkt. X-pression "C" Roth .022 s/g UL2",,"21",,,
"90-085-5UR1","Pieza de bkt. X-pression "C" Roth .022 s/g UR1",,"21",,,
"90-085-5UR2","Pieza de bkt. X-pression "C" Roth .022 s/g UR2",,"21",,,
"90-086-5-45","Pieza de bkt. In-Ovation "L" .018 (lingual) s/g 45",,"20",,,
"90-086-5L12","Pieza de bkt. In-Ovation "L" .018 (lingual) s/g L12",,"24",,,
"90-086-5L3","Pieza de bkt. In-Ovation "L" .018 (lingual) s/g L3",,"30",,,
"90-086-5U12","Pieza de bkt. In-Ovation "L" .018 (lingual) s/g U12",,"10",,,
"90-086-5U3","Pieza de bkt. In-Ovation "L" .018 (lingual) s/g U3",,"7",,,
"90-089-3LL3","Pieza de bkt. X-pression Smile System "C" .022 c/g LL3",,"18",,,
"90-089-3LL4","Pieza de bkt. X-pression Smile System "C" .022 c/g LL4",,"20",,,
"90-089-3LL5","Pieza de bkt. X-pression Smile System "C" .022 c/g LL5",,"14",,,
"90-089-3LR3","Pieza de bkt. X-pression Smile System "C" .022 c/g LR3",,"14",,,
"90-089-3LR4","Pieza de bkt. X-pression Smile System "C" .022 c/g LR4",,"12",,,
"90-089-3LR5","Pieza de bkt. X-pression Smile System "C" .022 c/g LR5",,"15",,,
"90-089-3UL3","Pieza de bkt. X-pression Smile System "C" .022 c/g UL3",,"12",,,
"90-089-3UL45","Pieza de bkt. X-pression Smile System "C" .022 c/g UL45",,"14",,,
"90-089-3UR3","Pieza de bkt. X-pression Smile System "C" .022 c/g UR3",,"14",,,
"90-089-3UR45","Pieza de bkt. X-pression Smile System "C" .022 c/g UR45",,"15",,,
"90-089-5L12","Pieza de bkt. X-pression Smile System "C" .022 s/g L12",,"4",,,
"90-089-5UL1","Pieza de bkt. X-pression Smile System "C" .022 s/g UL1",,"6",,,
"90-089-5UL2","Pieza de bkt. X-pression Smile System "C" .022 s/g UL2",,"14",,,
"90-089-5UR1","Pieza de bkt. X-pression Smile System "C" .022 s/g UR1",,"9",,,
"90-089-5UR2","Pieza de bkt. X-pression Smile System "C" .022 s/g UR2",,"9",,,
"903-00001-R","Caja plástica BLACK",,"160",,,
"903-00002-AZ","Caja plástica Borgatta Advance",,"203",,,
"91-004-00","Juego de bkts. M100 Roth c/g.3 .018",,"1",,,
"95700","Algodon aglutinado en rollo c/1000 piezas (20 paquetes con 50)",,"11900",,,
"97-222-28","Oxido de aluminio 50 micrones",,"11",,,
"97-222-29","Oxido de aluminio 90 micrones",,"7",,,
"97-240-01","Platinas para articulador",,"472",,,
"97-240-01-3","Platinas para articulador",,"436",,,
"97-240-02","Cera azul para registro de mordida Delare 25 piezas",,"767",,,
"97-240-10","Split cast former "kit pequeño"",,"50",,,
"97-240-10-M","Mufla para Splin cast",,"60",,,
"97-240-12","Tipodonto de practica",,"13",,,
"97-240-28","Elevador para platinas",,"1",,,
"97-240-30","Cera azul en lamina cortada Delare 24-piezas",,"813",,,
"97-240-35","Papel para articular estándar azul/rojo 71 micras 144 hojas",,"5795",,,
"97-241-16","Plantilla para medir arcos Accu/Form",,"10",,,
"97-241-17","Plantilla para medir arcos Lingual",,"18",,,
"97-243-03","Block de etiquetas AD2 para registro c/25 piezas",,"4",,,
"97-243-05","Juego de platinas plásticas para Sistema Magnéticos para articulador AD2",,"87",,,
"97-243-07","Desarmador 2.5 para Articulador AD2",,"1",,,
"97-243-08","Soporte de tenedor para Articulador AD2",,"1",,,
"97-243-12","Juego de platinas magnéticas para articulador AD2",,"333",,,
"97-243-14","Block de datos MCD para AD2",,"27",,,
"97-243-16","Estabilizadores Bite Fork",,"3",,,
"97-243-18","Espaciadores",,"19",,,
"97-243-19","Regla Estética",,"63",,,
"97-243-21","Pin incisal curvo",,"6",,,
"97-243-41","Lucia Jig Clase I",,"8",,,
"97-243-42","Lucia Jig Clase II",,"7",,,
"97-243-52","Tenedor de Montaje para Articulador AD2",,"11",,,
"97-243-53","Tornillo para Platina de Monataje para Artiuclador Ortodontico",,"2",,,
"97-243-54","Mesa de Montaje para Modelo Inferior del Articulador AD2 (metálica)",,"3",,,
"97-243-56","Tornillo Metálico de Seguridad de Céntrica",,"75",,,
"97-243-57","Olivas (protector de punta) para Articulador AD2",,"5",,,
"97-243-58","Apoyo nasal ajustable para Articulador AD2",,"3",,,
"97-243-59","Mesa de transferencía para Articulador AD2",,"7",,,
"97-243-60","Marcador Orbital para Arco Facial de AD2",,"8",,,
"97-243-61","Tornillo de palanca corto para Articulador AD2",,"4",,,
"97-243-62","Tornillo de palanca largo para Articulador AD2",,"5",,,
"97-243-63","Desarmador 9/64 para Articulador AD2",,"22",,,
"97-243-68","Tope para seguro de Centrica para Articulador AD2",,"65",,,
"97-243-69","Analogo 0.5 mm",,"9",,,
"97-243-70","Analogo 1.0 mm",,"11",,,
"97-243-71","Analogo 1.5 mm",,"16",,,
"97-243-72","Analogo 2.0 mm",,"11",,,
"97-243-73","Analogo 2.5 mm",,"10",,,
"97-243-74","Pin incisal recto con tornillo",,"14",,,
"97-243-75","Kit de análogos 0BM",,"29",,,
"97-243-76","Tornillo sujetador de platina magnetica de Articulador AD2",,"25",,,
"97-243-78","Seguro para mesa de tramsferencia",,"2",,,
"97-243-82","Block de etiquetas para Axiografo",,"7",,,
"97-243-84","Tenedor Destentado para Articulador AD2",,"8",,,
"97-243-85","Columna de calibración y tornillos para Sistema Magnético de Articulador AD2",,"1",,,
"97-243-86","Elásticos para Axiografo",,"2",,,
"97-243-87","Resorte para seguro de Céntrica",,"2",,,
"97-243-88","Oring para vastagos",,"12",,,
"97-246-00","Articulador semiajustable AD2",,"9",,,
"97-248-03","Kit Mesa KOIS con Arco metálico con mira láser",,"1",,,
"97-248-10","Mesa de KOIS",,"2",,,
"9-D","Resorte de tracción cervical",,"212",,,
"A-F-H00121","Limas H de NiTi 21 mm Kit #15-#40 6 piezas",,"5",,,
"A-F-H00221","Lima niti H-Fil 21 mm Kit 45-80 c/6 piezas",,"9",,,
"A-F-H01521","Limas H de NiTi 21 mm #15 6 piezas",,"77",,,
"A-F-H01525","Limas H de NiTi 25 mm #15 6 piezas",,"20",,,
"A-F-H01531","Limas H de NiTi 31 mm #15 6 piezas",,"74",,,
"A-F-H02021","Limas H de NiTi 21 mm #20 6 piezas",,"82",,,
"A-F-H02025","Limas H de NiTi 25 mm #20 6 piezas",,"49",,,
"A-F-H02031","Limas H de NiTi 31 mm #20 6 piezas",,"72",,,
"A-F-H02521","Limas H de NiTi 21 mm #25 6 piezas",,"87",,,
"A-F-H02525","Limas H de NiTi 25 mm #25 6 piezas",,"59",,,
"A-F-H02531","Limas H de NiTi 31 mm #25 6 piezas",,"79",,,
"A-F-H03021","Limas H de NiTi 21 mm #30 6 piezas",,"44",,,
"A-F-H03025","Limas H de NiTi 25 mm #30 6 piezas",,"81",,,
"A-F-H03031","Limas H de NiTi 31 mm #30 6 piezas",,"80",,,
"A-F-H03521","Limas H de NiTi 21 mm #35 6 piezas",,"50",,,
"A-F-H03525","Limas H de NiTi 25 mm #35 6 piezas",,"11",,,
"A-F-H03531","Limas H de NiTi 31 mm #35 6 piezas",,"42",,,
"A-F-H04021","Limas H de NiTi 21 mm #40 6 piezas",,"51",,,
"A-F-H04025","Limas H de NiTi 25 mm #40 6 piezas",,"17",,,
"A-F-H04031","Limas H de NiTi 31 mm #40 6 piezas",,"4",,,
"A-F-H04521","Limas H de NiTi 21 mm 45 c/6 piezas",,"25",,,
"A-F-H04525","Limas H de NiTi 25 mm 45 c/6 piezas",,"38",,,
"A-F-K00121","Limas K de NiTi 21 mm Kit #15-#40 6 piezas",,"5",,,
"A-F-K00225","Lima niti K-Fil 25 mm Kit 45-80 c/6 piezas",,"4",,,
"A-F-K01525","Limas K de NiTi 25 mm #15 6 piezas",,"12",,,
"A-F-K02025","Limas K de NiTi 25 mm #20 6 piezas",,"25",,,
"A-F-K02525","Limas K de NiTi 25 mm #25 6 piezas",,"16",,,
"A-F-K03025","Limas K de NiTi 25 mm #30 6 piezas",,"124",,,
"A-F-K03525","Limas K de NiTi 25 mm #35 6 piezas",,"17",,,
"A-F-K04025","Limas K de NiTi 25 mm #40 6 piezas",,"29",,,
"A-F-K04031","Limas K de NiTi 31 mm #40 6 piezas",,"1",,,
